"Story","Title","Result","Date","Stability","Duration (s)"
"Calorie check from Tim Hortons menu","Calorie check of a particular item by choosing particular store for pick up and then the item from their takeout menu","FAILURE","2020-10-04T13:08:59.7012189-04:00[America/Toronto]","0.0","34.39"
